27-12-2014,201202,STATE SERVICE EXAM-2012 SELECTION LIST ,https://psc.cg.gov.in/pdf/RESULT/SSE2012/SSE2012_SL.PDF
28-12-2014,201202, MERIT LIST ,https://psc.cg.gov.in/pdf/RESULT/SSE2012/SSE2012_ML.PDF
28-12-2014,201202,ONLINE STATEMENT OF MARKS ,http://cg.nic.in/psc/SSE2012_MS/login.asp
01-12-2014,200901,ASSISTANT PROFESSOR -2009 AMENDED SELECTION LIST -ZOOLOGY,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL01122014/AP16.PDF
28-10-2014,201306,SELECTION LIST - ASSISTANT BLOCK DEVELOPMENT EDUCATION OFFICER EXAM -2013 ,https://psc.cg.gov.in/pdf/RESULT/SL_ABEO2013.pdf
28-10-2014,201306,STATEMENT OF MARKS IN FINAL SELECTION,https://psc.cg.gov.in/pdf/RESULT/ML_ABEO2013.pdf
17-10-2014,200901,ASSISTANT PROFESSOR -2009 AMENDED SELECTION LIST -BOTANY ,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL17102014/AP15.PDF
27-09-2014,200901,ASSISTANT PROFESSOR -2009 SELECTION LIST -COMPUTER SCIENCE ,https://psc.cg.gov.in/pdf/RESULT/AP09/SL27092014/AP18.PDF
28-09-2014,200901,STATEMENT OF MARKS IN FINAL SELECTION ,https://psc.cg.gov.in/pdf/RESULT/AP09/SL27092014/MLAP18.PDF
28-09-2014,200901,STATEMENT OF MARKS WRITTEN EXAM ,https://psc.cg.gov.in/pdf/RESULT/AP09/SL27092014/WMAP18.PDF
28-09-2014,200901, NOT ELIGIBLE IN INTERVIEW,https://psc.cg.gov.in/pdf/RESULT/AP09/SL27092014/NEAP18.PDF
27-09-2014,200901,ASSISTANT PROFESSOR -2009 SELECTION LIST -M.C.A. ,https://psc.cg.gov.in/pdf/RESULT/AP09/SL27092014/AP23.PDF
28-09-2014,200901, STATEMENT OF MARKS IN FINAL SELECTION ,https://psc.cg.gov.in/pdf/RESULT/AP09/SL27092014/MLAP23.PDF
28-09-2014,200901,STATEMENT OF MARKS WRITTEN EXAM ,https://psc.cg.gov.in/pdf/RESULT/AP09/SL27092014/WMAP23.PDF
27-09-2014,200901,ASSISTANT PROFESSOR -2009 SELECTION LIST -INFORMATION TECHNOLOGY ,https://psc.cg.gov.in/pdf/RESULT/AP09/SL27092014/AP31.PDF
28-09-2014,200901,STATEMENT OF MARKS IN FINAL SELECTION,https://psc.cg.gov.in/pdf/RESULT/AP09/SL27092014/MLAP31.PDF
28-09-2014,200901,STATEMENT OF MARKS WRITTEN EXAM ,https://psc.cg.gov.in/pdf/RESULT/AP09/SL27092014/WMAP31.PDF
28-09-2014,200901,NOT ELIGIBLE IN INTERVIEW,https://psc.cg.gov.in/pdf/RESULT/AP09/SL27092014/NEAP31.PDF
25-09-2014,201202,WRITTEN EXAM RESULT - STATE SERVICE (MAINS) EXAM-2012 ,https://psc.cg.gov.in/pdf/RESULT/WER_SSME2012.pdf
04-09-2014,200811,SELECTTION LIST - DEMONSTRATOR-2008 (HEALTH AND FAMILY WELFARE DEPT.) ,https://psc.cg.gov.in/pdf/RESULT/SL_DEMONSTRATORHFW2008.PDF
30-08-2014,201402,CIVIL JUDGE (ENTRY LEVEL) EXAM -2014 # ONLINE EXAM RESULT,https://psc.cg.gov.in/pdf/RESULT/WER_CJEL2014.pdf
30-08-2014,201307,STATE SERVICE (PRELIMS) EXAM -2013 # WRITTEN EXAM RESULT,https://psc.cg.gov.in/pdf/RESULT/WER_SSPE2013.pdf
20-08-2014,201306,ASSISTANT BLOCK DEVELOPMENT EDUCATION OFFICER EXAM -2013 # WRITTEN EXAM RESULT,https://psc.cg.gov.in/pdf/RESULT/WER_ABEO2013.pdf
07-08-2014,200901,ASSISTANT PROFESSOR -2009 AMENDED SELECTION LIST -PSYCHOLOGY ,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/AP11.PDF
08-08-2014,200901,STATEMENT OF MARKS IN FINAL SELECTION ,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/MLAP11.PDF
08-08-2014,200901,STATEMENT OF MARKS WRITTEN EXAM ,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/WMAP11.PDF
08-08-2014,200901,NOT ELIGIBLE IN INTERVIEW,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/NEAP11.PDF
07-08-2014,200901,ASSISTANT PROFESSOR -2009 AMENDED SELECTION LIST -PHYSICS,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/AP12.PDF
08-08-2014,200901,STATEMENT OF MARKS IN FINAL SELECTION ,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/MLAP12.PDF
08-08-2014,200901, STATEMENT OF MARKS WRITTEN EXAM,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/WMAP12.PDF
08-08-2014,200901,NOT ELIGIBLE IN INTERVIEW,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/NEAP12.PDF
07-08-2014,200901,ASSISTANT PROFESSOR -2009 AMENDED SELECTION LIST -MATHEMATICS ,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/AP13.PDF
08-08-2014,200901,STATEMENT OF MARKS IN FINAL SELECTION ,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/MLAP13.PDF
08-08-2014,200901, STATEMENT OF MARKS WRITTEN EXAM,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/WMAP13.PDF
08-08-2014,200901,NOT ELIGIBLE IN INTERVIEW,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/NEAP13.PDF
07-08-2014,200901,ASSISTANT PROFESSOR -2009 AMENDED SELECTION LIST -HISTORY,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/AP05.PDF
08-08-2014,200901,STATEMENT OF MARKS IN FINAL SELECTION,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/MLAP05.PDF
08-08-2014,200901, STATEMENT OF MARKS WRITTEN EXAM ,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL07082014/WMAP05.PDF
30-06-2014,201304,ASSISTANT DIRECTOR FISHERY -2013 - SELECTION LIST ,https://psc.cg.gov.in/pdf/RESULT/SL_ADF2013.PDF
30-06-2014,201304,STATEMENT OF MARKS IN FINAL SELECTION ,https://psc.cg.gov.in/pdf/RESULT/ML_ADF2013.PDF
30-06-2014,201304,TATEMENT OF MARKS WRITTEN EXAM (Category : Gen=UR),https://psc.cg.gov.in/pdf/RESULT/WM_ADF2013.PDF
30-06-2014,201201,VETERINARY ASSISTANT SURGEON -2012 - SELECTION LIST,https://psc.cg.gov.in/pdf/RESULT/SL_VAS2012.PDF
30-06-2014,201201,STATEMENT OF MARKS IN FINAL SELECTION ,https://psc.cg.gov.in/pdf/RESULT/ML_VAS2012.PDF
30-06-2014,201201, STATEMENT OF MARKS WRITTEN EXAM ,https://psc.cg.gov.in/pdf/RESULT/WM_VAS2012.PDF
17-06-2014,200901,ASSISTANT PROFESSOR -2009 AMENDED SELECTION LIST -CHEMISTRY,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL17062014/AP14.PDF
27-05-2014,201203,SAHAYAK SANCHALAK KRISHI EXAM -2012 - SELECTION LIST,https://psc.cg.gov.in/pdf/RESULT/SL_ADA2012.PDF
28-05-2014,201203,STATEMENT OF MARKS IN FINAL SELECTION ,https://psc.cg.gov.in/pdf/RESULT/ML_ADA2012.PDF
28-05-2014,201203,NOT ELIGIBLE CANDIDATES ,https://psc.cg.gov.in/pdf/RESULT/NE_ADA2012.PDF
28-05-2014,201203,STATEMENT OF MARKS WRITTEN EXAM ,https://psc.cg.gov.in/pdf/RESULT/WM_ADA2012.PDF
03-05-2014,201304,ASSISTANT DIRECTOR FISHERY EXAM -2013 # WRITTEN EXAM RESULT,https://psc.cg.gov.in/pdf/RESULT/WER_ADF2013.pdf
03-05-2014,201201,VETERINARY ASSISTANT SURGEON-2012 # WRITTEN EXAM RESULT,https://psc.cg.gov.in/pdf/RESULT/WER_VAS2012.pdf
03-05-2014,200901,ASSISTANT PROFESSOR -2009 AMENDED SELECTION LIST - BIOTECHNOLOGY,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL03052014/AP20.PDF
31-03-2014,201301,SAHAYAK JILA LOK ABHIYOJAN ADHIKARI EXAM -2013- SELECTION LIST,https://psc.cg.gov.in/pdf/RESULT/SL_ADPPO2013.PDF
01-04-2014,201301,MERILT LIST FINAL SELECTION ,https://psc.cg.gov.in/pdf/RESULT/ML_ADPPO2013.PDF
01-04-2014,201301,STATEMENT OF MARKS WRITTEN EXAM,https://psc.cg.gov.in/pdf/RESULT/WM_ADPPO2013.PDF
01-04-2014,201301,NOT ELIGIBLE CANDIDATES ,https://psc.cg.gov.in/pdf/RESULT/NE_ADPPO2013.PDF
26-03-2014,201203,SAHAYAK SANCHALAK KRISHI EXAM -2012 # WRITTEN EXAM RESULT,https://psc.cg.gov.in/pdf/RESULT/WER_ADA2012.pdf
21-03-2014,201103,SAHAYAK NIYANTRAK NAAP TAUL -2011 - SELECTION LIST ,https://psc.cg.gov.in/pdf/RESULT/SL_ACNT2011.PDF
22-03-2014,201103,MERILT LIST FINAL SELECTION ,https://psc.cg.gov.in/pdf/RESULT/ML_ACNT2011.PDF
22-03-2014,201103,STATEMENT OF MARKS WRITTEN EXAM ,https://psc.cg.gov.in/pdf/RESULT/WM_ACNT2011.PDF
20-03-2014,201105,FINAL SELECTTION LIST OF PEON,https://psc.cg.gov.in/pdf/RESULT/CGPSCSTAFF11/PEON.PDF
21-03-2014,201105,DETAIL OF MARKS OBTAINED BY CANDIDATES APPEARED IN INTERVIEW-PEON (CGPSC Staff)-2011 ,https://psc.cg.gov.in/pdf/RESULT/CGPSCSTAFF11/PEON_merit.PDF
21-03-2014,201105,ABSENT AND NOT ELEGBLE CANDIDATE IN INTERVIEW (CGPSC Staff)-2011 ,https://psc.cg.gov.in/pdf/RESULT/CGPSCSTAFF11/ABSENT_NE_PEON.PDF
25-02-2014,201303,INSURANCE MEDICAL OFFICER -2013 - SELECTION LIST ,https://psc.cg.gov.in/pdf/RESULT/SL_IMO2013.PDF
25-02-2014,201301,SAHAYAK JILA LOK ABHIYOJAN ADHIKARI EXAM -2013 # WRITTEN EXAM RESULT,https://psc.cg.gov.in/pdf/RESULT/ADPPO2013_Result.pdf
25-02-2014,201103,SAHAYAK NIYANTRAK NAAP TAUL EXAM -2011 # WRITTEN EXAM RESULT ,https://psc.cg.gov.in/pdf/RESULT/ACNT2011_Result.pdf
04-02-2014,201002,CHIEF MUNICIPAL OFFICER EXAM -2010 VARG 'KHA' & 'GA' - SELECTION LIST,https://psc.cg.gov.in/pdf/RESULT/SL_CMO2010.PDF
05-02-2014,201002, MERILT LIST FINAL SELECTION ,https://psc.cg.gov.in/pdf/RESULT/ML_CMO2010.PDF
05-02-2014,201002,STATEMENT OF MARKS WRITTEN EXAM ,https://psc.cg.gov.in/pdf/RESULT/MERIT_LIST_ALL_CMO.PDF
